Ticker,Brand_Name,event_date,prev_trading_day,actual_event_trading_day,next_trading_day,Tarrif_News,volume_before_event,volume_on_event,volume_after_event,pct_change_before_to_event,pct_change_event_to_after
MMM,3m,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",5496800,6426200,4757100,16.91,-25.97
MMM,3m,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",6426200,4757100,3337600,-25.97,-29.84
MMM,3m,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,4757100,3337600,3815800,-29.84,14.33
MSFT,microsoft,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",34161900,25580600,20437058,-25.12,-20.11
MSFT,microsoft,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",34161900,25580600,20437058,-25.12,-20.11
MSFT,microsoft,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",22860700,20797600,18122500,-9.02,-12.86
MSFT,microsoft,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",22955700,29301000,23412000,27.64,-20.1
MSFT,microsoft,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",29301000,23412000,23273600,-20.1,-0.59
MSFT,microsoft,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",23273600,22017200,32739600,-5.4,48.7
MSFT,microsoft,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",29573200,24213900,20420200,-18.12,-15.67
MSFT,microsoft,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",15764000,16108400,13746000,2.18,-14.67
MSFT,microsoft,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",19661900,15968100,30147000,-18.79,88.8
MSFT,microsoft,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",49138700,50425000,35808800,2.62,-28.99
MSFT,microsoft,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",35808800,50114600,37944100,39.95,-24.29
MSFT,microsoft,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",50114600,37944100,23828700,-24.29,-37.2
MSFT,microsoft,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,37944100,23828700,19234100,-37.2,-19.28
NFLX,netflix,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",3615100,3716300,5915967,2.8,59.19
NFLX,netflix,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",3615100,3716300,5915967,2.8,59.19
NFLX,netflix,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",3209700,3293800,3320800,2.62,0.82
NFLX,netflix,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",3902000,4386100,3805200,12.41,-13.24
NFLX,netflix,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",4386100,3805200,7838100,-13.24,105.98
NFLX,netflix,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",7838100,7734200,6981800,-1.33,-9.73
NFLX,netflix,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",7388600,6859800,4995800,-7.16,-27.17
NFLX,netflix,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",3777200,3527400,3043500,-6.61,-13.72
NFLX,netflix,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",3516900,3233800,5857100,-8.05,81.12
NFLX,netflix,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",6783900,6656800,5608500,-1.87,-15.75
NFLX,netflix,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",5608500,7491100,5116800,33.57,-31.69
NFLX,netflix,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",7491100,5116800,4070300,-31.69,-20.45
NFLX,netflix,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,5116800,4070300,4019800,-20.45,-1.24
NKE,nike,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",13098000,18519100,8687290,41.39,-53.09
NKE,nike,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",13098000,18519100,8687290,41.39,-53.09
NKE,nike,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",27361200,16192800,9632500,-40.82,-40.51
NKE,nike,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",8621200,10031000,9847000,16.35,-1.83
NKE,nike,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",10031000,9847000,9621600,-1.83,-2.29
NKE,nike,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",9621600,9290800,15806700,-3.44,70.13
NKE,nike,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",12831400,12296500,10190700,-4.17,-17.13
NKE,nike,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",17363500,18688300,16427100,7.63,-12.1
NKE,nike,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",13478400,10913900,71418600,-19.03,554.38
NKE,nike,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",67727600,45374400,30298500,-33,-33.23
NKE,nike,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",30298500,44665000,53864900,47.42,20.6
NKE,nike,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",44665000,53864900,22590600,20.6,-58.06
NKE,nike,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,53864900,22590600,28329300,-58.06,25.4
NTDOY,nintendo,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",2436700,2287700,489253,-6.11,-78.61
NTDOY,nintendo,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",2436700,2287700,489253,-6.11,-78.61
NTDOY,nintendo,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",1836100,1714800,2426500,-6.61,41.5
NTDOY,nintendo,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",1238300,1901200,898600,53.53,-52.74
NTDOY,nintendo,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",1901200,898600,2157800,-52.74,140.13
NTDOY,nintendo,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",2157800,1339700,1939900,-37.91,44.8
NTDOY,nintendo,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",1428700,1644500,1075700,15.1,-34.59
NTDOY,nintendo,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",621100,908200,1251000,46.22,37.74
NTDOY,nintendo,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",8021400,5357900,9977000,-33.2,86.21
NTDOY,nintendo,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",3303400,2434800,1836300,-26.29,-24.58
NTDOY,nintendo,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",1836300,5201100,3867700,183.24,-25.64
NTDOY,nintendo,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",5201100,3867700,1373700,-25.64,-64.48
NTDOY,nintendo,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,3867700,1373700,1274700,-64.48,-7.21
NVDA,nvidia,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",388161100,369021900,254029216,-4.93,-31.16
NVDA,nvidia,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",388161100,369021900,254029216,-4.93,-31.16
NVDA,nvidia,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",227369400,216245300,178355800,-4.89,-17.52
NVDA,nvidia,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",409178300,396334300,283707500,-3.14,-28.42
NVDA,nvidia,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",396334300,283707500,319708800,-28.42,12.69
NVDA,nvidia,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",319708800,341058300,363486600,6.68,6.58
NVDA,nvidia,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",353708300,322345000,297950800,-8.87,-7.57
NVDA,nvidia,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",167077800,293463300,236254000,75.64,-19.49
NVDA,nvidia,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",221710300,217058500,337275100,-2.1,55.38
NVDA,nvidia,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",529707700,611041300,472775500,15.35,-22.63
NVDA,nvidia,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",472775500,609886300,435765200,29,-28.55
NVDA,nvidia,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",609886300,435765200,312853800,-28.55,-28.21
NVDA,nvidia,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,435765200,312853800,263685000,-28.21,-15.72
PG,procter & gamble,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",5464700,8668600,4395414,58.63,-49.29
PG,procter & gamble,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",5464700,8668600,4395414,58.63,-49.29
PG,procter & gamble,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",4535600,7062900,5437500,55.72,-23.01
PG,procter & gamble,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",7615300,12117600,6989100,59.12,-42.32
PG,procter & gamble,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",12117600,6989100,6698600,-42.32,-4.16
PG,procter & gamble,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",6698600,9566700,11045200,42.82,15.45
PG,procter & gamble,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",11031100,10158800,6609000,-7.91,-34.94
PG,procter & gamble,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",8366100,7756000,6208100,-7.29,-19.96
PG,procter & gamble,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",7021100,6271300,9389900,-10.68,49.73
PG,procter & gamble,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",13447100,15708000,11533000,16.81,-26.58
PG,procter & gamble,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",11533000,10667200,10579900,-7.51,-0.82
PG,procter & gamble,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",10667200,10579900,8602800,-0.82,-18.69
PG,procter & gamble,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,10579900,8602800,9877300,-18.69,14.81
PHG,philips,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",683703,715200,664892,4.61,-7.03
PHG,philips,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",683703,715200,664892,4.61,-7.03
PHG,philips,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",702523,387800,460900,-44.8,18.85
PHG,philips,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",629900,629400,545300,-0.08,-13.36
PHG,philips,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",629400,545300,991600,-13.36,81.84
PHG,philips,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",991600,860500,803900,-13.22,-6.58
PHG,philips,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",644400,608400,721600,-5.59,18.61
PHG,philips,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",967600,426800,601600,-55.89,40.96
PHG,philips,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",597000,691200,1964500,15.78,184.22
PHG,philips,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",2178400,2441100,2028900,12.06,-16.89
PHG,philips,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",2028900,2667300,1461900,31.47,-45.19
PHG,philips,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",2667300,1461900,1200200,-45.19,-17.9
PHG,philips,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,1461900,1200200,722400,-17.9,-39.81
PINS,pinterest,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",8996200,8959200,10694582,-0.41,19.37
PINS,pinterest,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",8996200,8959200,10694582,-0.41,19.37
PINS,pinterest,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",50850800,27418000,14901200,-46.08,-45.65
PINS,pinterest,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",9593100,11299800,12124600,17.79,7.3
PINS,pinterest,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",11299800,12124600,8786400,7.3,-27.53
PINS,pinterest,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",8786400,9081600,17832300,3.36,96.36
PINS,pinterest,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",20293600,18572000,17009000,-8.48,-8.42
PINS,pinterest,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",14485400,7757900,5571500,-46.44,-28.18
PINS,pinterest,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",8469300,9675600,24896300,14.24,157.31
PINS,pinterest,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",22729300,21633700,14207100,-4.82,-34.33
PINS,pinterest,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",14207100,24457900,12401700,72.15,-49.29
PINS,pinterest,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",24457900,12401700,9048700,-49.29,-27.04
PINS,pinterest,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,12401700,9048700,8984300,-27.04,-0.71
PMMAF,puma,2025-02-01,2025-01-31,2025-02-03,2025-02-05,"25% tax on Canadian and Mexican exports to the US. 10% on China",100,300,0,200,-100
PMMAF,puma,2025-02-03,2025-01-31,2025-02-03,2025-02-05,"Mexico and Canada reach a deal to pause US tariffs for one month",100,300,0,200,-100
PMMAF,puma,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",100,100,100,0,0
PMMAF,puma,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",100,100,200,0,100
PMMAF,puma,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",100,200,100,100,-50
PMMAF,puma,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",100,6600,100,6500,-98.48
PMMAF,puma,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",200,1600,1200,700,-25
PMMAF,puma,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",100,100,400,0,300
PMMAF,puma,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",1300,0,200,-100,NULL
PMMAF,puma,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",3200,500,500,-84.38,0
PMMAF,puma,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",500,100,500,-80,400
PMMAF,puma,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",100,500,500,400,0
PMMAF,puma,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,500,500,200,0,-60
POAHY,porsche,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",182000,292900,5513,60.93,-98.12
POAHY,porsche,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",182000,292900,5513,60.93,-98.12
POAHY,porsche,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",149600,356300,176500,138.17,-50.46
POAHY,porsche,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",186300,249100,297300,33.71,19.35
POAHY,porsche,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",249100,297300,399200,19.35,34.28
POAHY,porsche,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",399200,151400,585000,-62.07,286.39
POAHY,porsche,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",132300,159900,160700,20.86,0.5
POAHY,porsche,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",114000,183100,399200,60.61,118.02
POAHY,porsche,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",326300,310500,393200,-4.84,26.63
POAHY,porsche,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",476000,1094600,829300,129.96,-24.24
POAHY,porsche,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",829300,1488300,1535000,79.46,3.14
POAHY,porsche,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",1488300,1535000,885400,3.14,-42.32
POAHY,porsche,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,1535000,885400,435200,-42.32,-50.85
PTON,peloton,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",10324300,18188200,8141047,76.17,-55.24
PTON,peloton,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",10324300,18188200,8141047,76.17,-55.24
PTON,peloton,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",25332900,23284900,12644300,-8.08,-45.7
PTON,peloton,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",12999000,15103000,16762800,16.19,10.99
PTON,peloton,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",15103000,16762800,15568000,10.99,-7.13
PTON,peloton,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",15568000,22429500,17464500,44.07,-22.14
PTON,peloton,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",15847500,16942900,11360900,6.91,-32.95
PTON,peloton,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",9921100,10723100,7901600,8.08,-26.31
PTON,peloton,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",9147300,11247900,19066300,22.96,69.51
PTON,peloton,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",18775100,15249000,15945300,-18.78,4.57
PTON,peloton,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",15945300,19164900,9642800,20.19,-49.69
PTON,peloton,2025-04-10,2025-04-09,2025-04-10,2025-04-11,"China retaliatory 84% levy on US goods takes effect. Says tariffs on China would reach 145% for some products due to a previous 20% levy for those producing the drug fentanyl",19164900,9642800,7949600,-49.69,-17.56
PTON,peloton,2025-04-11,2025-04-10,2025-04-11,2025-04-14,China sets tariffs on US imports at 125% from 12 April.,9642800,7949600,8251700,-17.56,3.8
RBLX,roblox,2025-02-01,2025-01-31,2025-02-03,2025-02-04,"25% tax on Canadian and Mexican exports to the US. 10% on China",10721100,7744600,9065728,-27.76,17.06
RBLX,roblox,2025-02-03,2025-01-31,2025-02-03,2025-02-04,"Mexico and Canada reach a deal to pause US tariffs for one month",10721100,7744600,9065728,-27.76,17.06
RBLX,roblox,2025-02-10,2025-02-07,2025-02-10,2025-02-11,"25% import tax on all steel and aluminium entering the US",23958300,11074800,8890200,-53.77,-19.73
RBLX,roblox,2025-03-04,2025-03-03,2025-03-04,2025-03-05,"Increase on tariff for Chinese imports to 20%",8508200,9301600,3671200,9.33,-60.53
RBLX,roblox,2025-03-05,2025-03-04,2025-03-05,2025-03-06,"Temporarily exempts carmakers from the 25% tax imposed on Canada and Mexico",9301600,3671200,5939800,-60.53,61.79
RBLX,roblox,2025-03-07,2025-03-06,2025-03-07,2025-03-10,"Expands the range of goods exempted from the Canada and Mexico tariffs",5939800,11385300,12824200,91.68,12.64
RBLX,roblox,2025-03-12,2025-03-11,2025-03-12,2025-03-13,"The 25% steel and aluminium tariffs take effect",16627300,7629700,13422800,-54.11,75.93
RBLX,roblox,2025-03-26,2025-03-25,2025-03-26,2025-03-27,"Announces 25% duties on cars will apply from 2 April and on car parts at a later date but before 3 May",4740800,3650600,3415300,-23,-6.45
RBLX,roblox,2025-04-02,2025-04-01,2025-04-02,2025-04-03,"Says the US will impose reciprocal tariffs of up to 50% on certain countries and 10% on imports from all other countries",13912000,9550800,6557100,-31.35,-31.35
RBLX,roblox,2025-04-05,2025-04-04,2025-04-07,2025-04-08,"The 10% tariffs take effect",10522900,7628400,5374700,-27.51,-29.54
RBLX,roblox,2025-04-09,2025-04-08,2025-04-09,2025-04-10,"Tariffs on roughly 60 countries are introduced. Announces a 90 day pause during which the 10% baseline rate will be paid. 125% tariff is applied for China",5374700,9851200,7462600,83.29,-24.25
